location,country_code,latitude,longitude,confirmed,dead,recovered,updated
"Presidio County, Texas",us,29.9480666,-104.1001326,13,0,None,2020-06-24 03:30:27.070589+00:00
Pilõezinhos,br,-6.843131,-35.53057750000001,87,0,None,2020-06-13 00:20:20.628942+00:00
Pavussu,br,-7.964324700000001,-43.2243453,2,1,None,2020-06-13 00:20:19.650852+00:00
Foz do Jordão,br,-25.6934949,-52.0851258,19,0,None,2020-06-13 00:19:58.969475+00:00
Lagoa Seca,br,-7.1549934,-35.8537249,196,3,None,2020-06-13 00:20:08.643082+00:00
Sächsische Schweiz-Osterzgebirge,de,50.89819490000001,13.8716319,389,2,None,2020-06-23 00:00:00+00:00
"Throckmorton County, Texas",us,33.1814565,-99.2785583,1,0,0,2020-06-22 03:31:42.157088+00:00
Catende,br,-8.6679698,-35.7218229,195,12,None,2020-06-13 00:19:51.029872+00:00
Gilbués,br,-9.8289362,-45.3382228,6,0,None,2020-06-13 00:19:59.580540+00:00
Itacajá,br,-8.3933415,-47.7730378,0,0,None,2020-06-13 00:20:03.678386+00:00
Princesa Isabel,br,-7.7350218,-37.9946455,19,0,None,2020-06-13 00:20:24.182273+00:00
"Waller County, Texas",us,29.9751629,-96.02557379999999,114,0,None,2020-06-24 03:30:27.070589+00:00
"Chippewa County, Wisconsin",us,45.0673752,-91.2924666,70,0,None,2020-06-24 03:30:27.070589+00:00
Itapiratins,br,-8.3802211,-48.1076175,28,0,None,2020-06-13 00:20:04.577950+00:00
Suhl,de,50.6076846,10.6881255,20,2,None,2020-06-23 00:00:00+00:00
Abadia de Goiás,br,-16.763784,-49.4377043,14,0,None,2020-06-13 00:19:39.999296+00:00
Itatiaia,br,-22.4912365,-44.5721272,12,0,None,2020-06-13 00:20:04.919003+00:00
Santa Luzia do Pará,br,-1.5220326,-46.901112,95,4,None,2020-06-13 00:20:27.966916+00:00
"Columbia County, Wisconsin",us,43.40466319999999,-89.3226954,69,1,None,2020-06-24 03:30:27.070589+00:00
Aporá,br,-11.658109,-38.0715385,18,1,None,2020-06-13 00:19:42.313110+00:00
Guapimirim,br,-22.535199,-42.9899491,457,28,None,2020-06-13 00:20:00.387784+00:00
Capim Grosso,br,-11.3801768,-40.0068953,32,3,None,2020-06-13 00:19:49.805095+00:00
Tenente Ananias,br,-6.4574435,-38.1807707,13,2,None,2020-06-13 00:20:36.253015+00:00
Serra do Ramalho,br,-13.5413338,-43.5774778,3,0,None,2020-06-13 00:20:30.440253+00:00
Juruá,br,-3.5811865,-66.4271499,72,0,None,2020-06-13 00:20:08.138112+00:00
Tiaret,dz,35.3673553,1.3220322,228,228,22,2020-06-24 03:32:13.497099+00:00
"Baylor County, Texas",us,33.5373926,-99.2785583,1,0,None,2020-06-24 03:30:27.070589+00:00
Itariri,br,-24.2895753,-47.174264,62,3,None,2020-06-13 00:20:04.893570+00:00
Bunnik,nl,52.043969,5.2198687,9,None,None,2020-06-15 13:33:30.815015+00:00
Winterswijk,nl,51.977038,6.7454136,7,None,None,2020-06-15 13:33:35.209140+00:00
innlandet,no,61.3368595,9.946462799999999,514,None,None,2020-06-24 03:32:14.499967+00:00
Itaguaçu,br,-12.5429456,-55.72153669999999,18,0,None,2020-06-13 00:20:03.847579+00:00
Brejo de Areia,br,-4.3349476,-45.5826417,19,0,None,2020-06-13 00:19:46.899481+00:00
Nova Alvorada do Sul,br,-21.452822,-54.3784034,1,0,None,2020-06-13 00:20:15.783983+00:00
"Crockett County, Texas",us,30.5977955,-101.1617356,5,0,None,2020-06-24 03:30:27.070589+00:00
Angélica,br,-22.0685311,-53.8671868,3,0,None,2020-06-13 00:19:41.956942+00:00
Casserengue,br,-6.780635299999999,-35.8177357,46,0,None,2020-06-13 00:19:50.852200+00:00
"Real County, Texas",us,29.8851459,-99.8124935,1,0,None,2020-06-24 03:30:27.070589+00:00
Galicia,es,42.5750554,-8.1338558,9056,607,9204,2020-05-22 14:18:25.542712+00:00
Icapuí,br,-4.7158559,-37.3547456,145,5,None,2020-06-13 00:20:01.748567+00:00
Romelândia,br,-26.6785154,-53.3191758,6,0,None,2020-06-13 00:20:26.511717+00:00
Penápolis,br,-21.42162,-50.08259049999999,22,4,None,2020-06-13 00:20:20.257606+00:00
trøndelag,no,63.5420125,10.9369267,536,None,None,2020-06-24 03:32:14.499967+00:00
Cordeirópolis,br,-22.4818598,-47.4593897,69,2,None,2020-06-13 00:19:53.398162+00:00
Ponta Porã,br,-22.523123,-55.7242526,47,1,None,2020-06-13 00:20:21.943752+00:00
Goianorte,br,-8.7747722,-48.9354688,4,0,None,2020-06-13 00:19:59.715845+00:00
"Bristol, City of",gb,51.454513,-2.58791,681,None,None,2020-05-14 15:01:09+00:00
Bromley,gb,51.406025,0.013156,1213,None,None,2020-05-14 15:01:09+00:00
Gameleira de Goiás,br,-16.4855094,-48.6454678,4,0,None,2020-06-13 00:19:59.326333+00:00
Santa Helena,br,-2.2324841,-45.3016641,2,0,None,2020-06-13 00:20:27.782879+00:00
Amorinópolis,br,-16.6278743,-51.0914103,2,0,None,2020-06-13 00:19:41.566349+00:00
Santa Brígida,br,-9.7362638,-38.1283783,4,0,None,2020-06-13 00:20:27.286645+00:00
Santana dos Garrotes,br,-7.3851571,-37.9869429,2,0,None,2020-06-13 00:20:28.820995+00:00
Caiuá,br,-21.8322944,-51.9898256,3,0,None,2020-06-13 00:19:48.261861+00:00
Amaralina,br,-13.9240574,-49.2966837,4,0,None,2020-06-13 00:19:41.482253+00:00
Santa Rosa de Viterbo,br,-21.4909206,-47.37045,4,0,None,2020-06-13 00:20:28.382335+00:00
Casinhas,br,-7.741251900000001,-35.7209567,7,2,None,2020-06-13 00:19:50.841516+00:00
Campo Limpo de Goiás,br,-16.2965919,-49.0934616,2,0,None,2020-06-13 00:19:49.072218+00:00
Apuarema,br,-13.8554594,-39.7443601,1,0,None,2020-06-13 00:19:42.334096+00:00
Corguinho,br,-19.827792,-54.8314399,1,0,None,2020-06-13 00:19:53.473355+00:00
Tocantinópolis,br,-6.3248673,-47.4228183,187,3,None,2020-06-13 00:20:36.801290+00:00
Palmeira do Piauí,br,-8.7258357,-44.2371758,1,0,None,2020-06-13 00:20:18.146693+00:00
Diamante,br,-7.426503400000001,-38.264777,2,0,None,2020-06-13 00:19:56.202369+00:00
Itacaré,br,-14.2801421,-38.9946495,46,2,None,2020-06-13 00:20:03.700870+00:00
Ponta de Pedras,br,-7.633229800000001,-34.8134283,195,6,None,2020-06-13 00:20:21.956867+00:00
Regeneração,br,-6.344344,-42.4724578,5,0,None,2020-06-13 00:20:25.259033+00:00
Cruzaltense,br,-27.668275,-52.6495906,7,0,None,2020-06-13 00:19:54.603439+00:00
Piranguinho,br,-22.4029088,-45.5339578,11,0,None,2020-06-13 00:20:21.149697+00:00
Carvalhópolis,br,-21.7783171,-45.84170959999999,1,0,None,2020-06-13 00:19:50.731428+00:00
Serrana,br,-21.2076994,-47.60484140000001,45,7,None,2020-06-13 00:20:30.486589+00:00
Redenção,br,-8.0257338,-50.0322512,315,2,None,2020-06-13 00:20:25.248983+00:00
São Romão,br,-16.3647886,-45.0746603,5,1,None,2020-06-13 00:20:35.012564+00:00
Santa Maria da Serra,br,-22.5696545,-48.1567345,25,0,None,2020-06-13 00:20:28.081731+00:00
Damolândia,br,-16.2548219,-49.36354600000001,1,0,None,2020-06-13 00:19:55.636631+00:00
Várzea Grande,br,-15.646248,-56.1327131,1,0,None,2020-06-13 00:20:39.945086+00:00
Americano do Brasil,br,-16.2518975,-49.9835817,0,0,None,2020-05-23 00:18:50.247418+00:00
Serrano do Maranhão,br,-1.8526475,-45.1211331,16,0,None,2020-06-13 00:20:30.537659+00:00
Arantina,br,-21.9106617,-44.2559403,3,0,None,2020-06-13 00:19:42.662609+00:00
Joaquim Pires,br,-3.5412868,-42.1177396,8,0,None,2020-06-13 00:20:07.242739+00:00
Belo Oriente,br,-19.2580383,-42.4331624,23,1,None,2020-06-13 00:19:45.133997+00:00
Unaí,br,-16.3596235,-46.9024959,235,0,None,2020-06-13 00:20:38.380732+00:00
Potim,br,-22.8401139,-45.2554893,5,0,None,2020-06-13 00:20:23.165337+00:00
Ribeirão Branco,br,-24.2210685,-48.7640116,20,0,None,2020-06-13 00:20:25.689388+00:00
Pontal,br,-21.0273,-48.0353,42,4,None,2020-06-13 00:20:22.005438+00:00
Corumbaíba,br,-18.1395882,-48.5605834,3,1,None,2020-06-13 00:19:53.883416+00:00
Carmo,br,-21.9314728,-42.6076037,29,2,None,2020-06-13 00:19:50.540851+00:00
Cruz Alta,br,-28.6454883,-53.605355,44,1,None,2020-06-13 00:19:54.535514+00:00
Marcelino Ramos,br,-27.4653827,-51.9080083,9,0,None,2020-06-13 00:20:11.749488+00:00
Buckinghamshire,gb,51.8072204,-0.8127664,906,None,None,2020-05-14 15:01:09+00:00
Alto Paraíso,br,-14.1366085,-47.51886289999999,27,2,None,2020-06-13 00:19:41.207215+00:00
Cheshire West and Chester,gb,53.2302974,-2.7151117,957,None,None,2020-05-14 15:01:09+00:00
Hartlepool,gb,54.691745,-1.212926,281,None,None,2020-05-14 15:01:09+00:00
Havering,gb,51.577924,0.2120829,681,None,None,2020-05-14 15:01:09+00:00
Chiapetta,br,-27.9235009,-53.94239400000001,7,0,None,2020-06-13 00:19:51.771944+00:00
North Lincolnshire,gb,53.60555919999999,-0.5596582,453,None,None,2020-05-14 15:01:09+00:00
Ilhabela,br,-23.8158392,-45.3664809,60,2,None,2020-06-13 00:20:02.297906+00:00
Manicoré,br,-6.511245499999999,-60.9540073,93,2,None,2020-06-13 00:20:11.229034+00:00
Morada Nova,br,-5.0977503,-38.37050139999999,723,8,None,2020-06-13 00:20:14.395337+00:00
kolhapur,in,16.7049873,74.24325270000001,267,1,12,2020-06-24 03:33:16.135565+00:00
Paulicéia,br,-21.3157294,-51.8325787,2,0,None,2020-06-13 00:20:19.499687+00:00
Piraúba,br,-21.2714221,-43.0389191,4,0,None,2020-06-13 00:20:21.377631+00:00
Riqueza,br,-27.0701054,-53.3258041,6,0,None,2020-06-13 00:20:26.409041+00:00
"Johnson County, Arkansas",us,35.6026275,-93.5003454,158,0,None,2020-06-24 03:30:27.070589+00:00
Santa Maria de Itabira,br,-19.4517591,-43.1141927,8,0,None,2020-06-13 00:20:28.113346+00:00
Ubarana,br,-21.1659804,-49.7172901,1,0,None,2020-06-13 00:20:38.037233+00:00
Itaquara,br,-13.4537425,-39.8784831,1,0,None,2020-06-13 00:20:04.789646+00:00
Presidente Epitácio,br,-21.7668273,-52.1096821,15,2,None,2020-06-13 00:20:23.845804+00:00
Shijingshan district,cn,39.906611,116.222981,15,0,9,2020-06-24 03:32:45.041788+00:00
Cumaru do Norte,br,-7.8114157,-50.767642,59,2,None,2020-06-13 00:19:54.911732+00:00
"Monroe County, Arkansas",us,34.5918747,-91.13530200000001,7,0,None,2020-06-24 03:30:27.070589+00:00
"Marion County, Tennessee",us,35.0928512,-85.64348700000001,50,3,None,2020-06-24 03:30:27.070589+00:00
Parnaguá,br,-10.2243813,-44.637345,1,0,None,2020-06-13 00:20:18.998576+00:00
Santa Ernestina,br,-21.4597249,-48.3903258,3,0,None,2020-06-13 00:20:27.623823+00:00
"Atoka County, Oklahoma",us,34.4509901,-95.9832577,14,0,None,2020-06-24 03:30:27.070589+00:00
Espírito Santo,br,-19.1834229,-40.3088626,9,0,None,2020-06-13 00:19:57.582289+00:00
Japi,br,-6.4667273,-35.9455463,4,0,None,2020-06-13 00:20:06.384072+00:00
Fernandes Pinheiro,br,-25.4112295,-50.5460865,1,1,None,2020-06-13 00:19:58.086189+00:00
"Jasper County, Missouri",us,37.17455650000001,-94.35651299999999,269,0,None,2020-06-24 03:30:27.070589+00:00
"Lawrence County, Arkansas",us,35.9969735,-91.13530200000001,94,9,None,2020-06-24 03:30:27.070589+00:00
Pedro Laurentino,br,-8.0665509,-42.2858241,4,0,None,2020-06-13 00:20:19.946490+00:00
"Lee County, Arkansas",us,34.7712669,-90.8294002,576,1,None,2020-06-24 03:30:27.070589+00:00
Manaus,br,-3.1190275,-60.0217314,22504,1560,None,2020-06-13 00:20:11.077894+00:00
Ponte Nova,br,-20.4171273,-42.9027576,19,0,None,2020-06-13 00:20:22.076217+00:00
Mato Leitão,br,-29.5290271,-52.12823299999999,9,0,None,2020-06-13 00:20:12.659687+00:00
Maribondo,br,-9.5773909,-36.3058392,46,1,None,2020-06-13 00:20:12.039756+00:00
Serra Redonda,br,-7.185634499999999,-35.6803639,77,0,None,2020-06-13 00:20:30.348300+00:00
"Nevada County, Arkansas",us,33.6621386,-93.33889169999999,94,2,None,2020-06-24 03:30:27.070589+00:00
Ribeira,br,-24.6048562,-49.0817124,1,0,None,2020-06-13 00:20:25.658814+00:00
"Hancock County, Iowa",us,43.0387322,-93.66232389999999,38,0,None,2020-06-24 03:30:27.070589+00:00
Salinas,br,-16.1679216,-42.29393899999999,1,1,None,2020-06-13 00:20:26.982057+00:00
Salvaterra,br,-0.7595761999999999,-48.5232815,206,9,None,2020-06-13 00:20:27.169917+00:00
"Hardin County, Kentucky",us,37.6565708,-86.0121573,134,5,None,2020-06-24 03:30:27.070589+00:00
"Potter County, Pennsylvania",us,41.6682559,-77.8367282,13,0,None,2020-06-24 03:30:27.070589+00:00
"Furnas County, Nebraska",us,40.12139699999999,-99.99122539999999,9,1,None,2020-06-24 03:30:27.070589+00:00
Leusden,nl,52.1317932,5.429469200000001,9,None,None,2020-06-15 13:33:32.987411+00:00
Serra Talhada,br,-7.982190699999999,-38.2893787,221,5,None,2020-06-13 00:20:30.363600+00:00
"Harding County, New Mexico",us,35.8925537,-103.8216261,1,0,None,2020-06-24 03:30:27.070589+00:00
Vogelsbergkreis,de,50.59862769999999,9.3079,121,5,None,2020-06-23 00:00:00+00:00
Cambuí,br,-22.6118831,-46.05770709999999,41,0,None,2020-06-13 00:19:48.677493+00:00
"Latimer County, Oklahoma",us,34.835035,-95.3102505,7,1,None,2020-06-24 03:30:27.070589+00:00
"Meigs County, Ohio",us,39.0874307,-81.9971108,9,0,None,2020-06-24 03:30:27.070589+00:00
"Coos County, Oregon",us,43.242897,-124.105737,36,0,None,2020-06-24 03:30:27.070589+00:00
"Door County, Wisconsin",us,44.8341302,-87.3770488,40,3,None,2020-06-24 03:30:27.070589+00:00
El Bayadh,dz,33.65813869999999,1.0203224,67,67,6,2020-06-24 03:32:13.655625+00:00
Porto do Mangue,br,-5.0682266,-36.77994140000001,22,1,None,2020-06-13 00:20:23.077433+00:00
Condeúba,br,-14.9006135,-41.968944,10,0,None,2020-06-13 00:19:53.022165+00:00
Padre Marcos,br,-7.351416800000001,-40.90003160000001,2,0,None,2020-06-13 00:20:17.917474+00:00
Capela,br,-10.5102117,-37.0530033,51,1,None,2020-06-13 00:19:49.765363+00:00
Ervália,br,-20.8375238,-42.6563191,7,0,None,2020-06-13 00:19:57.404707+00:00
Gameleira,br,-8.5853481,-35.3871125,84,9,None,2020-06-13 00:19:59.336329+00:00
Guaraqueçaba,br,-25.2445091,-48.3190276,1,1,None,2020-06-13 00:20:00.649088+00:00
Jucati,br,-8.7068084,-36.4892171,14,0,None,2020-06-13 00:20:07.754118+00:00
Gonzaga,br,-23.9702282,-46.33668309999999,1,0,None,2020-06-13 00:19:59.845027+00:00
Porto Franco,br,-6.340382099999999,-47.3961372,111,3,None,2020-06-13 00:20:22.837322+00:00
Jaú do Tocantins,br,-12.6513395,-48.5894239,0,0,None,2020-06-11 22:48:41.278554+00:00
Castanhal,br,-1.2962162,-47.9190546,1185,128,None,2020-06-13 00:19:50.863061+00:00
Catuji,br,-17.3022348,-41.51675040000001,8,0,None,2020-06-13 00:19:51.081105+00:00
"Pepin County, Wisconsin",us,44.6451183,-92.02731899999999,1,0,None,2020-06-24 03:30:27.070589+00:00
São Gabriel da Cachoeira,br,-0.1155659,-67.0883053,2365,28,None,2020-06-13 00:20:32.507239+00:00
"Unassigned County, Connecticut",us,41.6032207,-73.087749,270,0,0,2020-06-22 03:31:42.157088+00:00
Gard,fr,43.9446996,4.1513764,462,96,342,2020-06-24 03:32:18.962599+00:00
"Hutchinson County, Texas",us,35.8031909,-101.4339148,51,0,None,2020-06-24 03:30:27.070589+00:00
Liang Ping District,cn,30.674362,107.803911,4,0,4,2020-06-24 03:32:45.041788+00:00
Lagoa da Confusão,br,-10.7871029,-49.6191056,24,0,None,2020-06-13 00:20:08.709339+00:00
Mallet,br,-25.8728975,-50.8664451,2,0,None,2020-06-13 00:20:10.990228+00:00
Ostprignitz-Ruppin,de,52.9645366,12.7526723,83,0,None,2020-06-23 00:00:00+00:00
Daxing District,cn,39.726929,116.341395,87,0,16,2020-06-24 03:32:45.041788+00:00
Formosa do Rio Preto,br,-11.0409838,-45.1899521,7,0,None,2020-06-13 00:19:58.530096+00:00
Shiyan,cn,32.629398,110.798266,672,8,664,2020-06-24 03:32:45.041788+00:00
Careiro,br,-3.8194468,-60.3612359,816,13,None,2020-06-13 00:19:50.321517+00:00
Ernestina,br,-28.4992647,-52.5694862,4,0,None,2020-06-13 00:19:57.373634+00:00
Chandrapur,in,19.9615398,79.2961468,24,0,4,2020-06-24 03:33:16.293947+00:00
"Androscoggin County, Maine",us,44.19124160000001,-70.17070369999999,453,4,None,2020-06-24 03:30:27.070589+00:00
Goiás,br,-15.8270369,-49.8362237,0,0,None,2020-06-13 00:19:59.812638+00:00
Juarina,br,-8.1199104,-49.0647793,1,0,None,2020-06-13 00:20:07.653471+00:00
"Broomfield County and City, Colorado",us,39.9205411,-105.0866504,280,28,None,2020-06-24 03:30:27.070589+00:00
"Indian River County, Florida",us,27.6947732,-80.54384499999999,409,15,None,2020-06-24 03:30:27.070589+00:00
Candiota,br,-31.5450621,-53.7197806,1,0,None,2020-06-13 00:19:49.453226+00:00
Senhora dos Remédios,br,-21.0291145,-43.5819523,1,0,None,2020-06-13 00:20:30.103068+00:00
Heusden,nl,51.7285836,5.160875,44,None,None,2020-06-15 13:33:32.430216+00:00
Rhenen,nl,51.96213969999999,5.571115499999999,11,None,None,2020-06-15 13:33:33.950730+00:00
Stichtse Vecht,nl,52.1681421,4.9995581,34,None,None,2020-06-15 13:33:34.391049+00:00
"Decatur County, Indiana",us,39.3176186,-85.52002399999999,254,35,None,2020-06-22 03:30:28.753679+00:00
Barra de Santa Rosa,br,-6.7217118,-36.0599473,12,0,None,2020-06-13 00:19:44.311664+00:00
"Simpson County, Kentucky",us,36.7772014,-86.6207943,62,3,None,2020-06-24 03:30:27.070589+00:00
"Madison County, Missouri",us,37.5528602,-90.37483540000001,3,0,None,2020-06-24 03:30:27.070589+00:00
"Gosper County, Nebraska",us,40.4604851,-99.8124935,13,0,None,2020-06-24 03:30:27.070589+00:00
"Barnstable County, Massachusetts",us,41.69909579999999,-70.32091129999999,1517,138,None,2020-06-24 03:30:27.070589+00:00
"Pershing County, Nevada",us,40.5685952,-118.4863963,7,0,None,2020-06-24 03:30:27.070589+00:00
"Washington County, Oregon",us,45.5469616,-123.1386021,1078,20,None,2020-06-24 03:30:27.070589+00:00
"Castro County, Texas",us,34.4985047,-102.3463875,58,1,None,2020-06-24 03:30:27.070589+00:00
Itaporã do Tocantins,br,-8.5721287,-48.689911,0,0,None,2020-06-11 22:48:39.214016+00:00
Nova Iguaçu,br,-22.7561319,-43.4607419,2443,265,None,2020-06-13 00:20:16.251652+00:00
Timbó,br,-26.7958795,-49.2638678,36,0,None,2020-06-13 00:20:36.702293+00:00
"Clay County, North Carolina",us,35.0964003,-83.7199136,12,0,0,2020-06-22 03:31:42.157088+00:00
Yadgiri,in,16.7625516,77.1442251,86,0,0,2020-05-27 16:19:24.303451+00:00
Çanakkale,tr,40.14671999999999,26.408587,24,None,None,2020-05-11 18:20:31.779435+00:00
São Miguel das Matas,br,-13.0438348,-39.45820459999999,2,0,None,2020-06-13 00:20:34.562810+00:00
Américo de Campos,br,-20.2979261,-49.7337479,8,0,None,2020-06-13 00:19:41.652000+00:00
Nazareno,br,-21.2205455,-44.61067389999999,3,0,None,2020-06-13 00:20:15.308535+00:00
Santa Cruz do Piauí,br,-7.1843346,-41.7677209,2,0,None,2020-06-13 00:20:27.538734+00:00
Santo Hipólito,br,-18.4661452,-44.13404389999999,8,0,None,2020-06-13 00:20:29.354408+00:00
"Brown County, Minnesota",us,44.2294379,-94.645035,21,2,None,2020-06-24 03:30:27.070589+00:00
"Panola County, Mississippi",us,34.4198016,-89.9253233,179,5,None,2020-06-24 03:30:27.070589+00:00
Capinzal,br,-27.3473259,-51.6056325,4,0,None,2020-06-13 00:19:49.835728+00:00
Taiobeiras,br,-15.8142935,-42.227378,20,0,None,2020-06-13 00:20:35.659261+00:00
Ouricuri,br,-7.8808775,-40.0810267,46,2,None,2020-06-13 00:20:17.643350+00:00
Mirante da Serra,br,-11.0289123,-62.67147749999999,31,1,None,2020-06-13 00:20:13.493201+00:00
Saltinho,br,-22.8446528,-47.675824,14,1,None,2020-06-13 00:20:27.045779+00:00
Pedras de Fogo,br,-7.400925300000001,-35.1117491,551,5,None,2020-06-13 00:20:19.827083+00:00
Santa Mariana,br,-23.1490745,-50.51974569999999,15,1,None,2020-06-13 00:20:28.190746+00:00
"Deschutes County, Oregon",us,43.83251,-121.2616541,147,0,None,2020-06-24 03:30:27.070589+00:00
Tarauacá,br,-8.1608977,-70.7652128,427,3,None,2020-06-13 00:20:36.072268+00:00
Corupá,br,-26.4355066,-49.2452364,65,0,None,2020-06-13 00:19:53.949444+00:00
Urucurituba,br,-3.1286852,-58.1551349,235,2,None,2020-06-13 00:20:38.634642+00:00
"Attala County, Mississippi",us,33.1683267,-89.62516459999999,336,23,None,2020-06-24 03:30:27.070589+00:00
"Montour County, Pennsylvania",us,41.02623029999999,-76.6874701,68,0,None,2020-06-24 03:30:27.070589+00:00
Urânia,br,-20.245927,-50.6459663,37,2,None,2020-06-13 00:20:38.763756+00:00
Montanhas,br,-6.4856202,-35.2844749,16,1,None,2020-06-13 00:20:13.929530+00:00
Jura,fr,46.76247499999999,5.6729159,375,60,303,2020-06-24 03:32:18.966736+00:00
Salto do Lontra,br,-25.7820598,-53.3102927,1,0,None,2020-06-13 00:20:27.125258+00:00
"Delaware County, Oklahoma",us,36.4263135,-94.81059549999999,117,16,None,2020-06-24 03:30:27.070589+00:00
"Pittsburg County, Oklahoma",us,34.9879281,-95.81428849999999,50,3,None,2020-06-24 03:30:27.070589+00:00
"Yuma County, Arizona",us,32.6527533,-113.9536466,4756,67,None,2020-06-22 03:30:28.753679+00:00
"Sanborn County, South Dakota",us,44.0403291,-98.04651849999999,12,0,None,2020-06-24 03:30:27.070589+00:00
São Sebastião do Uatumã,br,-2.5616153,-57.87328789999999,152,1,None,2020-06-13 00:20:35.210099+00:00
"Fayette County, Tennessee",us,35.1257427,-89.4742177,203,2,None,2020-06-24 03:30:27.070589+00:00
Bastos,br,-21.9221397,-50.7317774,2,0,None,2020-06-13 00:19:44.790804+00:00
"Henrico County, Virginia",us,37.5059332,-77.3324425,2426,138,None,2020-06-24 03:30:27.070589+00:00
"Tucker County, West Virginia",us,39.1083806,-79.6502105,5,0,None,2020-06-24 03:30:27.070589+00:00
Illizi,dz,26.5094346,8.4732718,11,11,0,2020-06-24 03:32:13.664486+00:00
Schwerin,de,53.6355022,11.4012499,91,0,None,2020-06-23 00:00:00+00:00
"Fountain County, Indiana",us,40.22271970000001,-87.3347575,24,2,None,2020-06-24 03:30:27.070589+00:00
Dongcheng district,cn,39.92835300000001,116.416357,19,0,1,2020-06-24 03:32:45.041788+00:00
Dongguan,cn,23.020673,113.751799,100,1,99,2020-06-24 03:32:45.041788+00:00
Xinxiang,cn,35.303704,113.926763,57,3,54,2020-06-24 03:32:45.041788+00:00
"Izard County, Arkansas",us,36.1610924,-91.9099238,20,1,None,2020-06-24 03:30:27.070589+00:00
"Calvert County, Maryland",us,38.49495030000001,-76.5025742,398,23,None,2020-06-22 03:30:28.753679+00:00
"Decatur County, Georgia",us,30.8720058,-84.5222189,244,8,None,2020-06-22 03:30:28.753679+00:00
"Lee County, Iowa",us,40.70686630000001,-91.44346900000001,45,1,None,2020-06-24 03:30:27.070589+00:00
Terra Roxa,br,-24.161658,-54.0980839,26,0,None,2020-06-13 00:20:36.474504+00:00
Dionísio Cerqueira,br,-26.2649782,-53.636269,4,2,None,2020-06-13 00:19:56.265282+00:00
Nazaré do Piauí,br,-6.971285099999999,-42.673967,1,0,None,2020-06-13 00:20:15.361728+00:00
Barnsley,gb,53.55263,-1.479726,807,None,None,2020-05-14 15:01:09+00:00
Bela Vista do Paraíso,br,-22.9959817,-51.2422395,6,2,None,2020-06-13 00:19:44.974767+00:00
Zeewolde,nl,52.331128,5.540495,12,None,None,2020-06-15 13:33:35.308931+00:00
"Hawaii County, Hawaii",us,19.5429151,-155.6658568,85,0,None,2020-06-24 03:30:27.070589+00:00
"Livingston County, New York",us,42.7576923,-77.8367282,124,4,None,2020-06-24 03:30:27.070589+00:00
Novo Horizonte do Sul,br,-22.6697886,-53.86064829999999,1,0,None,2020-06-13 00:20:16.950078+00:00
Bonito,br,-21.1265516,-56.4841032,67,10,None,2020-06-13 00:19:46.362368+00:00
Espigão D'Oeste,br,-11.5323149,-61.0169967,37,2,None,2020-06-13 00:19:57.517077+00:00
Tabaporã,br,-11.3085337,-56.8215893,1,0,None,2020-06-13 00:20:35.481618+00:00
Porto dos Gaúchos,br,-11.5356305,-57.4065172,5,0,None,2020-06-13 00:20:23.091868+00:00
Santo Antônio de Lisboa,br,-27.5063601,-48.5199887,3,0,None,2020-06-13 00:20:29.066136+00:00
Senador Firmino,br,-20.917238,-43.1005463,1,0,None,2020-06-13 00:20:29.892170+00:00
Tabira,br,-7.584690900000001,-37.5381606,57,2,None,2020-06-13 00:20:35.531981+00:00
Jupiá,br,-26.3955214,-52.7302727,15,0,None,2020-06-13 00:20:07.973896+00:00
Cambé,br,-23.2780418,-51.2810444,69,3,None,2020-06-13 00:19:48.687761+00:00
Flores do Piauí,br,-7.788338199999999,-42.9183928,1,1,None,2020-06-13 00:19:58.326888+00:00
Ibipitanga,br,-12.8808773,-42.4859544,5,0,None,2020-06-13 00:20:01.493559+00:00
Lagoa do Tocantins,br,-10.3683963,-47.5384025,0,0,None,2020-06-13 00:20:08.944929+00:00
Boqueirão do Piauí,br,-4.4842305,-42.1096711,2,0,None,2020-06-13 00:19:46.373443+00:00
"Starr County, Texas",us,26.6215167,-98.7481167,370,1,0,2020-06-22 03:31:42.157088+00:00
Florânia,br,-6.1270766,-36.8182552,9,0,None,2020-06-13 00:19:58.456418+00:00
"Mifflin County, Pennsylvania",us,40.652279,-77.6077865,61,1,None,2020-06-24 03:30:27.070589+00:00
Landsberg a.Lech,de,48.050783,10.8703515,366,10,None,2020-06-23 00:00:00+00:00
Ibiara,br,-7.499547000000001,-38.4039358,5,0,None,2020-06-13 00:20:01.382180+00:00
Imbuia,br,-27.4920242,-49.4224324,1,0,None,2020-06-13 00:20:02.394991+00:00
Israelândia,br,-16.3655259,-50.8664451,2,0,None,2020-06-13 00:20:03.462703+00:00
Lavandeira,br,-12.787652,-46.5092039,0,0,None,2020-06-13 00:20:09.528896+00:00
Assen,nl,52.992753,6.5642284,12,None,None,2020-06-15 13:33:30.178201+00:00
Guatapará,br,-21.4949365,-48.0361118,2,0,None,2020-06-13 00:20:00.841904+00:00
Murshidabad,in,24.1759039,88.2801785,5,1,0,2020-05-17 06:03:48.996161+00:00
Encruzilhada do Sul,br,-30.5454936,-52.5257016,9,1,None,2020-06-13 00:19:57.171870+00:00
Pedro Canário,br,-18.2963839,-39.9570654,39,2,None,2020-06-13 00:20:19.920355+00:00
Itapecerica da Serra,br,-23.7153615,-46.8525874,664,51,None,2020-06-13 00:20:04.324054+00:00
