location,country_code,latitude,longitude,confirmed,dead,recovered,updated
Palhoça,br,-27.646431,-48.67191680000001,294,1,None,2020-06-13 00:20:18.032894+00:00
Nova Ipixuna,br,-4.920848200000001,-49.0770945,90,3,None,2020-06-13 00:20:16.278533+00:00
Malda,in,25.1785773,88.24611829999999,19,0,0,2020-05-17 06:03:48.996161+00:00
Uelzen,de,52.9658199,10.5580304,44,0,None,2020-06-23 00:00:00+00:00
Porecatu,br,-22.7521003,-51.3808804,1,0,None,2020-06-13 00:20:22.575687+00:00
Ijuí,br,-28.3892073,-53.9207396,43,1,None,2020-06-13 00:20:02.220655+00:00
Luohe,cn,33.580873,114.016536,36,0,36,2020-06-24 03:32:45.041788+00:00
São Vicente do Sul,br,-29.6919933,-54.6767765,1,1,None,2020-06-13 00:20:35.412757+00:00
Osório,br,-29.8922142,-50.261996,58,1,None,2020-06-13 00:20:17.620700+00:00
"Routt County, Colorado",us,40.4771623,-107.1011931,65,6,None,2020-06-24 03:30:27.070589+00:00
"Jersey County, Illinois",us,39.0704754,-90.37483540000001,33,1,None,2020-06-24 03:30:27.070589+00:00
"Eagle County, Colorado",us,39.576406,-106.7234639,656,8,None,2020-06-24 03:30:27.070589+00:00
Emilia-Romagna,it,44.49436681,11.341720800000001,28260,4236,22935,2020-06-24 03:32:16.553466+00:00
Moju,br,-1.8844563,-48.7655306,988,22,None,2020-06-13 00:20:13.780939+00:00
Novo Gama,br,-16.0550877,-48.0360927,176,9,None,2020-06-13 00:20:16.916243+00:00
"Siskiyou County, California",us,41.7743261,-122.5770126,24,0,None,2020-06-24 03:30:27.070589+00:00
"Early County, Georgia",us,31.3901106,-84.8984775,255,31,None,2020-06-24 03:30:27.070589+00:00
Marcolândia,br,-7.4148133,-40.7361322,47,0,None,2020-06-13 00:20:11.825827+00:00
"Murray County, Minnesota",us,44.0243398,-95.81428849999999,47,0,None,2020-06-24 03:30:27.070589+00:00
Nova Trento,br,-27.3069805,-49.0009403,10,0,None,2020-06-13 00:20:16.730101+00:00
Roteiro,br,-9.834071200000002,-35.9812958,27,1,None,2020-06-13 00:20:26.691308+00:00
Figueirópolis,br,-12.1343809,-49.170167,12,1,None,2020-06-13 00:19:58.235482+00:00
Vianópolis,br,-16.7520793,-48.51910849999999,14,0,None,2020-06-13 00:20:39.372731+00:00
Água Comprida,br,-20.0580418,-48.1073269,2,0,None,2020-06-13 00:20:40.309495+00:00
Boquim,br,-11.1459792,-37.6200802,32,2,None,2020-06-13 00:19:46.401606+00:00
"Appanoose County, Iowa",us,40.6806102,-92.8577105,20,3,None,2020-06-24 03:30:27.070589+00:00
"Pulaski County, Arkansas",us,34.75386150000001,-92.2236667,1531,52,None,2020-06-24 03:30:27.070589+00:00
Mirassol,br,-20.8157679,-49.5047143,51,2,None,2020-06-13 00:20:13.545002+00:00
"Mingo County, West Virginia",us,37.76078010000001,-82.1713632,15,2,None,2020-06-22 03:30:28.753679+00:00
Dias d'Ávila,br,-12.6191964,-38.2929948,141,4,None,2020-06-13 00:19:56.243663+00:00
"Green County, Kentucky",us,37.2570117,-85.56121,6,1,None,2020-06-24 03:30:27.070589+00:00
Dores do Rio Preto,br,-20.6905191,-41.8476941,10,0,None,2020-06-13 00:19:56.713637+00:00
"Monroe County, Georgia",us,32.9746846,-83.8897057,137,15,None,2020-06-24 03:30:27.070589+00:00
Wanning,cn,18.795143,110.391073,13,0,13,2020-06-24 03:32:45.041788+00:00
Faro,br,-1.2206486,-57.7346113,11,0,None,2020-06-13 00:19:57.886470+00:00
"Auglaize County, Ohio",us,40.5781556,-84.3542049,90,3,None,2020-06-24 03:30:27.070589+00:00
"Broadwater County, Montana",us,46.2693726,-111.4519716,5,0,None,2020-06-24 03:30:27.070589+00:00
Marilena,br,-22.733445,-53.0387083,10,0,None,2020-06-13 00:20:12.064622+00:00
Harlingen,nl,53.1746381,5.4251517,4,None,None,2020-06-15 13:33:32.156135+00:00
"McPherson County, South Dakota",us,45.7555982,-99.27841289999999,4,0,None,2020-06-24 03:30:27.070589+00:00
Kancheepuram,in,12.818456,79.6946586,516,4,316,2020-06-08 14:49:36.555238+00:00
"Lipscomb County, Texas",us,36.2464455,-100.3497895,9,0,None,2020-06-24 03:30:27.070589+00:00
Al Qari',sa,24.6278962,46.7152755,45,0,38,2020-06-24 03:33:09.482513+00:00
"Lincoln County, North Carolina",us,35.4637028,-81.20781640000001,189,0,None,2020-06-24 03:30:27.070589+00:00
Nazaré Paulista,br,-23.1816933,-46.3979179,32,2,None,2020-06-13 00:20:15.334205+00:00
Jerichower Land,de,52.1858859,11.9127117,33,2,None,2020-06-23 00:00:00+00:00
"Sullivan County, Indiana",us,39.08431220000001,-87.42075179999999,42,1,None,2020-06-22 03:30:28.753679+00:00
Paço do Lumiar,br,-2.5057093,-44.1603465,425,45,None,2020-06-13 00:20:19.660604+00:00
Lima Duarte,br,-21.840867,-43.7927537,32,2,None,2020-06-13 00:20:09.755382+00:00
Castelo,br,-20.6037746,-41.20353009999999,60,3,None,2020-06-13 00:19:50.894093+00:00
Ibiaí,br,-16.7959458,-44.813111,1,0,None,2020-06-13 00:20:01.407042+00:00
Barabanki,in,26.9268042,81.1833809,140,0,5,2020-05-26 18:34:06.435179+00:00
Novo Airão,br,-2.6278686,-60.9423918,187,5,None,2020-06-13 00:20:16.850900+00:00
Nova Palma,br,-29.4714732,-53.469455,0,0,None,2020-06-13 00:20:16.537590+00:00
"Greene County, Mississippi",us,31.1646163,-88.7108964,70,5,None,2020-06-24 03:30:27.070589+00:00
Aliança,br,-7.597672599999999,-35.230859,100,17,None,2020-06-13 00:19:40.820121+00:00
"DeSoto County, Florida",us,27.2142078,-81.77870209999999,468,10,None,2020-06-24 03:30:27.070589+00:00
"Barren County, Kentucky",us,36.9676836,-85.84862360000001,71,2,None,2020-06-24 03:30:27.070589+00:00
Monsenhor Gil,br,-5.5610903,-42.6127202,30,1,None,2020-06-13 00:20:13.854110+00:00
"Stone County, Mississippi",us,30.8013069,-89.1705998,42,1,None,2020-06-24 03:30:27.070589+00:00
"Sioux County, Iowa",us,43.08699360000001,-96.15269850000001,423,0,None,2020-06-24 03:30:27.070589+00:00
"Grand Traverse County, Michigan",us,44.687984,-85.52002399999999,44,6,None,2020-06-22 03:30:28.753679+00:00
"Warren County, Kentucky",us,36.9886043,-86.49965460000001,1361,10,None,2020-06-24 03:30:27.070589+00:00
São Gonçalo do Sapucaí,br,-21.8930428,-45.5939292,2,0,None,2020-06-13 00:20:32.697053+00:00
"Jones County, North Carolina",us,35.0306293,-77.3324425,28,3,None,2020-06-24 03:30:27.070589+00:00
Jiaozuo,cn,35.215892,113.241823,32,1,31,2020-06-24 03:32:45.041788+00:00
"Whitfield County, Georgia",us,34.8033566,-84.981754,810,10,None,2020-06-24 03:30:27.070589+00:00
Mirandópolis,br,-21.1331045,-51.1023381,41,4,None,2020-06-13 00:20:13.455803+00:00
Mamanguape,br,-6.838664,-35.1366457,453,9,None,2020-06-13 00:20:11.015708+00:00
"Del Norte County, California",us,41.7076287,-123.9659708,48,0,None,2020-06-24 03:30:27.070589+00:00
Ribeira do Piauí,br,-7.690684699999999,-42.71315999999999,1,0,None,2020-06-13 00:20:25.636454+00:00
Boa Ventura,br,-7.4227356,-38.1899782,1,0,None,2020-06-13 00:19:45.632681+00:00
Martinópole,br,-3.224266,-40.6954624,16,0,None,2020-06-13 00:20:12.304296+00:00
"Clinton County, Iowa",us,41.878563,-90.563609,75,1,None,2020-06-24 03:30:27.070589+00:00
Pedra Grande,br,-5.150274,-35.8763395,19,0,None,2020-06-13 00:20:19.742878+00:00
"Posey County, Indiana",us,38.0020359,-87.89424509999999,26,0,None,2020-06-24 03:30:27.070589+00:00
Saudades,br,39.684749,-75.74336699999999,11,0,None,2020-06-13 00:20:29.671366+00:00
Ibiapina,br,-3.920981599999999,-40.88915540000001,68,2,None,2020-06-13 00:20:01.370134+00:00
Cabrália Paulista,br,-22.4605143,-49.3378145,2,0,None,2020-06-13 00:19:47.764003+00:00
"Ontonagon County, Michigan",us,46.8727913,-89.31311889999999,1,0,None,2020-05-25 15:00:27.666431+00:00
"Anne Arundel County, Maryland",us,38.9530109,-76.5488232,4925,200,None,2020-06-22 03:30:28.753679+00:00
"Unassigned County, New Hampshire",us,43.1938516,-71.5723953,3,0,0,2020-06-22 03:31:42.157088+00:00
"Gentry County, Missouri",us,40.1406981,-94.479976,55,9,None,2020-06-24 03:30:27.070589+00:00
Hardinxveld-Giessendam,nl,51.8324299,4.8336405,2,None,None,2020-06-15 13:33:32.141715+00:00
Jundiaí do Sul,br,-23.4361185,-50.25008880000001,1,0,None,2020-06-13 00:20:07.862157+00:00
Nova Russas,br,-4.706193000000001,-40.56248,96,9,None,2020-06-13 00:20:16.641920+00:00
São Raimundo das Mangabeiras,br,-7.0222336,-45.48128370000001,74,1,None,2020-06-13 00:20:34.972580+00:00
Pedra Dourada,br,-20.83177,-42.156097,3,0,None,2020-06-13 00:20:19.732782+00:00
"Saunders County, Nebraska",us,41.168563,-96.663812,63,2,None,2020-06-24 03:30:27.070589+00:00
"Lebanon County, Pennsylvania",us,40.3666686,-76.5025742,1261,40,None,2020-06-24 03:30:27.070589+00:00
Sertanópolis,br,-23.0575338,-51.0404285,3,1,None,2020-06-13 00:20:30.773864+00:00
"Holmes County, Mississippi",us,33.16886600000001,-90.0746767,489,37,None,2020-06-24 03:30:27.070589+00:00
"Van Buren County, Michigan",us,42.2459665,-86.0121573,217,7,None,2020-06-24 03:30:27.070589+00:00
Itaiçaba,br,-4.6718481,-37.8332955,71,5,None,2020-06-13 00:20:03.946061+00:00
Maturéia,br,-7.264393300000001,-37.3429624,14,0,None,2020-06-13 00:20:12.710460+00:00
"Bladen County, North Carolina",us,34.5882404,-78.5660852,310,2,None,2020-06-24 03:30:27.070589+00:00
"Carroll County, Iowa",us,42.0566912,-94.81059549999999,69,1,None,2020-06-24 03:30:27.070589+00:00
Weihai,cn,37.513068,122.120419,38,1,37,2020-06-24 03:32:45.041788+00:00
Nossa Senhora das Dores,br,-10.4877509,-37.1936781,52,3,None,2020-06-13 00:20:15.688994+00:00
"Marquette County, Wisconsin",us,43.865322,-89.3226954,10,1,None,2020-06-24 03:30:27.070589+00:00
Qingyuan,cn,23.681774,113.056042,12,0,12,2020-06-24 03:32:45.041788+00:00
Haql,sa,29.2863869,34.9451498,4,0,3,2020-06-24 03:33:10.099658+00:00
Jalgaon,in,21.0076578,75.5626039,418,41,182,2020-06-24 03:33:16.109827+00:00
"Manatee County, Florida",us,27.4799195,-82.34518899999999,1977,126,None,2020-06-24 03:30:27.070589+00:00
Pedreiras,br,-4.5706533,-44.6037906,749,13,None,2020-06-13 00:20:19.849533+00:00
Riachão do Poço,br,-7.1471456,-35.2628177,14,1,None,2020-06-13 00:20:25.551535+00:00
Khafji,sa,28.4256618,48.4887224,15,0,0,2020-06-24 03:33:08.478645+00:00
"Greenup County, Kentucky",us,38.5665695,-82.95015579999999,20,0,None,2020-06-24 03:30:27.070589+00:00
"Dade County, Georgia",us,34.9109017,-85.47880649999999,60,1,None,2020-06-24 03:30:27.070589+00:00
Heerde,nl,52.39091759999999,6.049638,54,None,None,2020-06-15 13:33:32.219401+00:00
Pedro de Toledo,br,-24.2767976,-47.2335544,4,0,None,2020-06-13 00:20:19.991746+00:00
Wunsiedel i.Fichtelgebirge,de,50.0998216,11.9940438,655,39,None,2020-06-23 00:00:00+00:00
Berlin Charlottenburg-Wilmersdorf,de,52.5053445,13.2599893,827,22,None,2020-06-23 00:00:00+00:00
Rheinisch-Bergischer Kreis,de,51.00142409999999,7.1712599,472,22,None,2020-06-23 00:00:00+00:00
Kitzingen,de,49.7340805,10.1473777,192,3,None,2020-06-23 00:00:00+00:00
Saalekreis,de,51.3749001,11.8577809,133,7,None,2020-06-23 00:00:00+00:00
Aschaffenburg,de,49.9806625,9.135555400000001,656,39,None,2020-06-23 00:00:00+00:00
Três Passos,br,-27.4559325,-53.9301575,103,0,None,2020-06-13 00:20:37.472431+00:00
Magadan Oblast,ru,62.66434169999999,153.914991,271,3,203,2020-06-04 12:50:14.879259+00:00
"Jefferson County, West Virginia",us,39.3059841,-77.88245959999999,216,4,None,2020-06-24 03:30:27.070589+00:00
"Beaver County, Oklahoma",us,36.7440186,-100.5296115,30,0,None,2020-06-24 03:30:27.070589+00:00
Binzhou,cn,37.38198,117.970699,15,0,15,2020-06-24 03:32:45.041788+00:00
Manaquiri,br,-3.4359923,-60.4576779,167,7,None,2020-06-13 00:20:11.065754+00:00
"Jefferson County, Oregon",us,44.6673324,-121.1785788,79,0,None,2020-06-24 03:30:27.070589+00:00
Peruíbe,br,-24.3124437,-47.0015206,94,10,None,2020-06-13 00:20:20.380788+00:00
Ludwigslust-Parchim,de,53.4250543,11.8478325,90,2,None,2020-06-23 00:00:00+00:00
Caibi,br,-27.0757377,-53.2492692,7,0,None,2020-06-13 00:19:48.220019+00:00
"Essex County, Virginia",us,37.9671684,-76.964306,54,0,None,2020-06-24 03:30:27.070589+00:00
Mundo Novo,br,-23.935744,-54.283336,15,0,None,2020-06-13 00:20:14.894080+00:00
Burgenlandkreis,de,51.1224831,11.8641865,119,2,None,2020-06-23 00:00:00+00:00
"Jefferson County, Mississippi",us,31.7157817,-90.9820668,63,2,None,2020-06-24 03:30:27.070589+00:00
"Indiana County, Pennsylvania",us,40.6850762,-79.1096901,98,5,None,2020-06-24 03:30:27.070589+00:00
Sunshine,cn,34.0625992,-84.0760203,16,0,16,2020-06-24 03:32:45.041788+00:00
São Sebastião do Rio Preto,br,-19.2928721,-43.1750566,2,0,None,2020-06-13 00:20:35.188781+00:00
Landau i.d.Pfalz,de,49.19888599999999,8.1185622,56,2,None,2020-06-23 00:00:00+00:00
Ponte Alta do Tocantins,br,-10.7473528,-47.5365072,4,0,None,2020-06-13 00:20:22.036485+00:00
"Lewis County, Kentucky",us,38.5079686,-83.3789389,17,0,None,2020-06-24 03:30:27.070589+00:00
"Harlan County, Nebraska",us,40.1665848,-99.456155,1,0,0,2020-05-28 02:47:16.049514+00:00
Chengmei,cn,23.525984,116.75,9,1,8,2020-06-24 03:32:45.041788+00:00
Siqueira Campos,br,-23.6850833,-49.8235126,18,4,None,2020-06-13 00:20:31.145638+00:00
Heinsberg,de,51.0600381,6.118372900000001,1938,81,None,2020-06-23 00:00:00+00:00
Pedra Bela,br,-22.7947984,-46.4433575,6,0,None,2020-06-13 00:20:19.701680+00:00
Solapur,in,17.6599188,75.9063906,623,42,228,2020-06-24 03:33:16.058646+00:00
Paraibano,br,-7.239960900000001,-36.7819505,56,0,None,2020-06-13 00:20:18.475027+00:00
"Benton County, Iowa",us,42.1387249,-92.0665197,52,1,None,2020-06-24 03:30:27.070589+00:00
"Brunswick County, North Carolina",us,34.0275398,-78.2020387,357,5,None,2020-06-22 03:30:28.753679+00:00
Sabino,br,-21.4592747,-49.5763164,1,1,None,2020-06-13 00:20:26.790155+00:00
Jacareacanga,br,-6.223847,-57.76075259999999,52,4,None,2020-06-13 00:20:05.746795+00:00
"Divide County, North Dakota",us,48.80561540000001,-103.582951,1,0,None,2020-06-24 03:30:27.070589+00:00
Paty do Alferes,br,-22.4313914,-43.4289497,29,4,None,2020-06-13 00:20:19.413296+00:00
Pires Ferreira,br,-4.2447167,-40.645506,6,0,None,2020-06-13 00:20:21.408318+00:00
São José de Caiana,br,-7.2507799,-38.3014689,22,0,None,2020-06-13 00:20:32.988682+00:00
Pauini,br,-7.712536,-67.0005795,93,0,None,2020-06-13 00:20:19.478728+00:00
"Kiowa County, Oklahoma",us,34.9742541,-98.92453429999999,6,0,None,2020-06-24 03:30:27.070589+00:00
"Corson County, South Dakota",us,45.76233329999999,-101.690976,15,0,None,2020-06-24 03:30:27.070589+00:00
"Claiborne County, Tennessee",us,36.4830423,-83.63484299999999,16,0,None,2020-06-24 03:30:27.070589+00:00
"Grant County, Washington",us,47.1981147,-119.3732456,470,4,None,2020-06-22 03:30:28.753679+00:00
Buritis,br,-15.6287846,-46.4298437,67,2,None,2020-06-13 00:19:47.299591+00:00
"Lexington city, Virginia",us,37.78402080000001,-79.4428157,10,0,None,2020-06-24 03:30:27.070589+00:00
"Rockbridge County, Virginia",us,37.8062214,-79.5153773,21,0,None,2020-06-24 03:30:27.070589+00:00
"Wise County, Virginia",us,37.0240877,-82.605118,27,2,None,2020-06-24 03:30:27.070589+00:00
Alecrim,br,-27.658336,-54.7653768,2,0,None,2020-06-13 00:19:40.686519+00:00
Ajuricaba,br,-28.2392869,-53.7705587,2,0,None,2020-06-13 00:19:40.533712+00:00
Serra da Raiz,br,-6.686659,-35.4432344,12,0,None,2020-06-13 00:20:30.378694+00:00
"Tulsa County, Oklahoma",us,36.1593471,-95.94097099999999,2392,66,None,2020-06-24 03:30:27.070589+00:00
Conceição do Lago-Açu,br,-3.802312,-44.813111,110,2,None,2020-06-13 00:19:52.801468+00:00
Pires do Rio,br,-17.308611,-48.278112,33,1,None,2020-06-13 00:20:21.423166+00:00
Thiruvananthapuram,in,8.5241391,76.9366376,51,2,16,2020-05-29 08:50:15.621346+00:00
"Merrimack County, New Hampshire",us,43.2844846,-71.6673352,397,18,None,2020-06-24 03:30:27.070589+00:00
Potengi,br,-7.0905649,-40.0262269,45,0,None,2020-06-13 00:20:23.148544+00:00
Pedrinhas Paulista,br,-22.8144158,-50.7919367,4,1,None,2020-06-13 00:20:19.860374+00:00
"Muscogee County, Georgia",us,32.4794133,-84.8984775,1239,37,None,2020-06-24 03:30:27.070589+00:00
Pindaré-Mirim,br,-3.6539901,-45.4309775,59,3,None,2020-06-13 00:20:20.696634+00:00
"Hardin County, Illinois",us,37.4995097,-88.362785,1,0,None,2020-06-24 03:30:27.070589+00:00
Escada,br,-8.357135099999999,-35.2243997,169,17,None,2020-06-13 00:19:57.415178+00:00
Danzhou,cn,19.521134,109.580811,15,1,14,2020-06-24 03:32:45.041788+00:00
Teylingen,nl,52.222004,4.5134038,13,None,None,2020-06-15 13:33:34.460224+00:00
Panelas,br,33.880929,-118.366107,31,1,None,2020-06-13 00:20:18.357052+00:00
Pomerode,br,-26.7376217,-49.1743865,25,0,None,2020-06-13 00:20:21.887942+00:00
Atacama,cl,-23.8634189,-69.1328491,389,0,None,2020-06-13 00:20:42.276908+00:00
Khakassia,ru,53.0452281,90.3982145,1077,10,655,2020-06-04 12:50:14.879259+00:00
Treviso,br,-28.5141107,-49.4572672,0,0,None,2020-06-13 00:20:37.157307+00:00
Pitimbu,br,-7.473193399999999,-34.8104224,237,4,None,2020-06-13 00:20:21.547572+00:00
Maringá,br,-23.4209995,-51.9330558,327,11,None,2020-06-13 00:20:12.114583+00:00
Tiruvallur,in,13.1230558,79.9119526,1329,12,682,2020-06-08 14:49:36.784956+00:00
Ponte Serrada,br,-26.8732262,-52.018207,31,2,None,2020-06-13 00:20:22.373362+00:00
"Kanawha County, West Virginia",us,38.2556905,-81.42789839999999,270,20,None,2020-06-22 03:30:28.753679+00:00
Quarto Centenário,br,-24.2784899,-53.07669180000001,1,0,None,2020-06-13 00:20:24.374598+00:00
Maurilândia do Tocantins,br,-5.9531598,-47.5083736,20,0,None,2020-06-13 00:20:12.762341+00:00
Campo Formoso,br,-10.5077908,-40.3230997,9,0,None,2020-06-13 00:19:48.999945+00:00
Doutor Maurício Cardoso,br,-27.5075855,-54.3635937,6,2,None,2020-06-13 00:19:56.797962+00:00
"Elkhart County, Indiana",us,41.6062253,-85.84862360000001,2680,41,None,2020-06-22 03:30:28.753679+00:00
Pedra Branca do Amapari,br,0.7787281,-51.9610865,1356,4,None,2020-06-13 00:20:19.711923+00:00
Ningde,cn,26.665617,119.547932,26,0,26,2020-06-24 03:32:45.041788+00:00
Francisco Ayres,br,-6.6264631,-42.6885299,2,0,None,2020-06-13 00:19:59.023393+00:00
Pirenópolis,br,-15.8514301,-48.9585642,6,0,None,2020-06-13 00:20:21.393739+00:00
Avelino Lopes,br,-10.1349093,-43.9566998,3,0,None,2020-06-13 00:19:43.748083+00:00
"Lemhi County, Idaho",us,45.0364592,-113.9230554,2,0,None,2020-06-24 03:30:27.070589+00:00
"Jay County, Indiana",us,40.4465288,-85.02334599999999,68,0,None,2020-06-22 03:30:28.753679+00:00
Piracaia,br,-23.0530355,-46.3598167,29,1,None,2020-06-13 00:20:21.010572+00:00
"Winneshiek County, Iowa",us,43.2362611,-91.9099238,24,0,None,2020-06-24 03:30:27.070589+00:00
"Goodhue County, Minnesota",us,44.4430251,-92.6983868,107,7,None,2020-06-24 03:30:27.070589+00:00
"Thomas County, Nebraska",us,41.9882143,-100.5296115,1,0,None,2020-06-24 03:30:27.070589+00:00
"Sheridan County, Nebraska",us,42.3613076,-102.2547919,1,0,None,2020-05-21 16:30:28.384990+00:00
Valença do Piauí,br,-6.4060774,-41.73683520000001,23,1,None,2020-06-13 00:20:38.889070+00:00
"Lincoln County, Nevada",us,37.660825,-114.524264,2,0,None,2020-06-24 03:30:27.070589+00:00
Pirajuí,br,-21.9929318,-49.4547036,14,1,None,2020-06-13 00:20:21.096654+00:00
Hellevoetsluis,nl,51.8318632,4.13181,16,None,None,2020-06-15 13:33:32.339748+00:00
Madurai,in,9.9252007,78.1197754,312,3,235,2020-06-08 14:49:36.596017+00:00
"Charles City County, Virginia",us,37.4018216,-77.1485163,37,3,None,2020-06-24 03:30:27.070589+00:00
Dakshina Kannada,in,12.8437814,75.2479061,47,5,11,2020-05-27 16:19:24.228798+00:00
"Midland County, Texas",us,31.8781368,-101.9804613,417,13,None,2020-06-22 03:30:28.753679+00:00
Porto União,br,-26.2389124,-51.0817102,7,0,None,2020-06-13 00:20:22.979363+00:00
Portalegre,br,-6.024958199999999,-37.987396,3,0,None,2020-06-13 00:20:22.588877+00:00
"Chisago County, Minnesota",us,45.524828,-92.9550305,87,1,None,2020-06-24 03:30:27.070589+00:00
Umbria,it,43.10675841,12.38824698,1438,78,1348,2020-06-24 03:32:16.697877+00:00
"Summit County, Colorado",us,39.5911871,-106.0640179,263,3,None,2020-06-24 03:30:27.070589+00:00
Oyo,ng,7.842957900000001,3.9368439,1055,9,291,2020-06-24 03:32:14.059286+00:00
Dom Inocêncio,br,-9.0055748,-41.9701101,6,0,None,2020-06-13 00:19:56.577912+00:00
Professor Jamil,br,-17.2501202,-49.2444535,6,2,None,2020-06-13 00:20:24.196485+00:00
Krasnodar Krai,ru,45.6415289,39.7055977,4148,40,3006,2020-06-04 12:50:14.879259+00:00
Bryansk Oblast,ru,53.0408599,33.26909,4078,31,2623,2020-06-04 12:50:14.879259+00:00
Imperatriz,br,-5.5205508,-47.4718408,2956,151,None,2020-06-13 00:20:02.452096+00:00
"Moultrie County, Illinois",us,39.6020543,-88.59517509999999,15,0,None,2020-06-24 03:30:27.070589+00:00
"Winston County, Alabama",us,34.1690087,-87.3413599,178,1,None,2020-06-24 03:30:27.070589+00:00
Maracaçumé,br,-2.040009,-45.964614,281,1,None,2020-06-13 00:20:11.466606+00:00
"Richland County, Montana",us,47.9200496,-104.8017491,8,0,None,2020-06-24 03:30:27.070589+00:00
"Chaffee County, Colorado",us,38.7536679,-106.2522143,78,20,None,2020-06-24 03:30:27.070589+00:00
Soure,br,-0.7284484,-48.51767659999999,124,4,None,2020-06-13 00:20:31.469674+00:00
Porto Feliz,br,-23.2107878,-47.5212216,94,3,None,2020-06-13 00:20:22.796029+00:00
"Lumpkin County, Georgia",us,34.5813972,-83.9744262,120,3,None,2020-06-24 03:30:27.070589+00:00
Poté,br,-17.8073384,-41.7892205,30,0,None,2020-06-13 00:20:23.228391+00:00
Ibicaré,br,-27.1075494,-51.3679914,2,0,None,2020-06-13 00:20:01.431923+00:00
"Lafayette County, Mississippi",us,34.4186994,-89.4742177,254,4,None,2020-06-24 03:30:27.070589+00:00
Jamnagar,in,22.4707019,70.05773,54,3,37,2020-06-24 03:33:17.487352+00:00
Porto Real,br,-22.4179651,-44.2955901,21,0,None,2020-06-13 00:20:22.931338+00:00
Presidente Sarney,br,-2.5932507,-45.3644898,103,5,None,2020-06-13 00:20:24.026864+00:00
"Holt County, Missouri",us,40.0704458,-95.18492189999999,1,0,None,2020-06-24 03:30:27.070589+00:00
"Fayette County, West Virginia",us,38.0615913,-81.0754657,59,4,None,2020-06-22 03:30:28.753679+00:00
Santana do Araguaia,br,-9.3356812,-50.3382157,58,3,None,2020-06-13 00:20:28.685905+00:00
São Luís do Quitunde,br,-9.309773,-35.5633711,213,7,None,2020-06-13 00:20:34.366318+00:00
Olpe,de,51.0282107,7.8502943,651,56,None,2020-06-23 00:00:00+00:00
Lujiang New Area,cn,31.25555,117.2878,1,0,1,2020-06-24 03:32:45.041788+00:00
"Valley County, Idaho",us,44.9204669,-115.7926381,3,0,None,2020-06-24 03:30:27.070589+00:00
Buri,br,-23.7981763,-48.5962748,10,0,None,2020-06-13 00:19:47.179983+00:00
Purmerend,nl,52.5143815,4.964061099999999,66,None,None,2020-06-15 13:33:33.832970+00:00
Brasileira,br,-4.1313547,-41.7820371,11,0,None,2020-06-13 00:19:46.634333+00:00
Santa Rosa do Purus,br,-9.4468562,-70.490786,78,1,None,2020-06-13 00:20:28.393827+00:00
Bath and North East Somerset,gb,51.3250102,-2.4766241,225,None,None,2020-05-14 15:01:09+00:00
Tanguá,br,1.0516388,-77.355413,215,21,None,2020-06-13 00:20:35.801750+00:00
"Jefferson County, Indiana",us,38.7751543,-85.47880649999999,57,1,None,2020-06-22 03:30:28.753679+00:00
"Crawford County, Iowa",us,42.034686,-95.3102505,641,2,None,2020-06-22 03:30:28.753679+00:00
Morro da Fumaça,br,-28.6540002,-49.2120154,19,0,None,2020-06-13 00:20:14.585404+00:00
"Unassigned County, Colorado",us,39.5500507,-105.7820674,125,0,0,2020-05-24 02:47:10.173223+00:00
Francisco Beltrão,br,-26.0779448,-53.05199,52,2,None,2020-06-13 00:19:59.051125+00:00
Assaré,br,-6.8673001,-39.86922939999999,19,2,None,2020-06-13 00:19:43.459702+00:00
Pratânia,br,-22.8094763,-48.6650438,10,0,None,2020-06-13 00:20:23.728729+00:00
Maragogipe,br,-12.7774012,-38.9211456,36,1,None,2020-06-13 00:20:11.508486+00:00
"Marshall County, Iowa",us,42.0407088,-92.9375739,976,18,None,2020-06-22 03:30:28.753679+00:00
Vila Rica,br,-20.3855743,-43.5035777,34,1,None,2020-06-13 00:20:39.582044+00:00
"Worth County, Iowa",us,43.3580686,-93.33889169999999,8,0,None,2020-06-22 03:30:28.753679+00:00
Bento Fernandes,br,-5.692789299999999,-35.8207425,6,0,None,2020-06-13 00:19:45.337522+00:00
"Ellis County, Kansas",us,38.8683549,-99.2785583,16,0,None,2020-06-24 03:30:27.070589+00:00
Conchal,br,-22.337997,-47.1733742,14,0,None,2020-06-13 00:19:52.878070+00:00
Barnet,gb,51.6049673,-0.2076295,1256,None,None,2020-05-14 15:01:09+00:00
"DeKalb County, Missouri",us,39.8554602,-94.43879,10,0,None,2020-06-24 03:30:27.070589+00:00
"Crawford County, Kansas",us,37.45579900000001,-94.81059549999999,192,1,None,2020-06-24 03:30:27.070589+00:00
Vitória do Xingu,br,-2.8855267,-52.0125629,305,8,None,2020-06-13 00:20:39.796915+00:00
Coxilha,br,-28.1266912,-52.2997915,26,0,None,2020-06-13 00:19:54.117411+00:00
"Unassigned County, Massachusetts",us,42.4072107,-71.3824374,300,10,0,2020-06-22 03:31:42.157088+00:00
Santa Salete,br,-20.245912,-50.6893103,13,0,None,2020-06-13 00:20:28.439093+00:00
Morbihan,fr,47.8852929,-2.9001865,540,92,420,2020-06-24 03:32:19.004195+00:00
Santo Amaro,br,-12.5464273,-38.7109081,42,1,None,2020-06-13 00:20:28.950254+00:00
